ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WP_WUEDATA_PLAN_ID,USE_TYPE,ADDITIONAL_DESCRIPTION,LEVEL_OF_TREATMENT,VOLUME_AF
417,California Water Service Company Salinas District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5866,Other Potable,,Drinking Water,20.758
417,California Water Service Company Salinas District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5866,Landscape,,Drinking Water,1.143
417,California Water Service Company Salinas District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5866,Single Family,,Drinking Water,7153.613
417,California Water Service Company Salinas District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5866,Losses,(b),Drinking Water,971.038
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Multi-Family,,Drinking Water,322.134
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Losses,(c),Drinking Water,769.799
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Landscape,(b),Drinking Water,0
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Other Potable,,Drinking Water,5.135
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Commercial,,Drinking Water,464.114
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Single Family,,Drinking Water,2759.936
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Industrial,,Drinking Water,37.711
421,California Water Service Company Selma,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5867,Institutional/Governmental,,Drinking Water,232.884
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Losses,(d),Drinking Water,181.189
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Landscape,(c),Drinking Water,0
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Other Potable,(b),Drinking Water,37
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Industrial,,Drinking Water,504.839
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Institutional/Governmental,,Drinking Water,295.345
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Commercial,,Drinking Water,2840.321
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Multi-Family,,Drinking Water,395.951
422,California Water Service Company South San Francisco,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5868,Single Family,,Drinking Water,2681.532
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Losses,(b),Drinking Water,1399
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Landscape,,Drinking Water,77
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Other Potable,,Drinking Water,14
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Industrial,,Drinking Water,1626
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Institutional/Governmental,,Drinking Water,2133
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Commercial,,Drinking Water,5019
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Multi-Family,,Drinking Water,1545
424,California Water Service Company Stockton,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5869,Single Family,,Drinking Water,12293
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Single Family,,Drinking Water,19359.409
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Multi-Family,,Drinking Water,1524.595
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Commercial,,Drinking Water,5239.466
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Institutional/Governmental,,Drinking Water,2600.404
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Industrial,,Drinking Water,305.48
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Other Potable,(b),Drinking Water,199.717
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Losses,(d),Drinking Water,923
427,California Water Service Company Visalia,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5870,Landscape,(c),Drinking Water,0
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Losses,(c),Drinking Water,505.357
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Landscape,(b),Drinking Water,0
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Other Potable,,Drinking Water,4.607
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Industrial,,Drinking Water,0
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Institutional/Governmental,,Drinking Water,193.777
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Commercial,,Drinking Water,1554.114
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Multi-Family,,Drinking Water,203.62
428,California Water Service Company Westlake,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5871,Single Family,,Drinking Water,4604.36
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Single Family,,Drinking Water,786.413
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Multi-Family,,Drinking Water,98.324
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Commercial,,Drinking Water,225.269
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Institutional/Governmental,,Drinking Water,62.695
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Industrial,,Drinking Water,0
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Other Potable,,Drinking Water,5.16
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Losses,(b),Drinking Water,138.592
429,California Water Service Company Willows,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5872,Landscape,,Drinking Water,0
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Single Family,,Drinking Water,4007
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Multi-Family,,Drinking Water,749
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Commercial,,Drinking Water,857
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Industrial,,Drinking Water,37
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Landscape,,Drinking Water,1776
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Agricultural irrigation,,Drinking Water,64
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Other,,Drinking Water,30
443,Camarillo  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5713,Losses,,Drinking Water,320
445,Cambria Community Service District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5520,Multi-Family,,Drinking Water,18
445,Cambria Community Service District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5520,Single Family,Includes vacation rental water use,Drinking Water,339.62
445,Cambria Community Service District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5520,Commercial,,Drinking Water,114
445,Cambria Community Service District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5520,Losses,Non-revenue Water,Drinking Water,61
445,Cambria Community Service District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5520,Other,,Drinking Water,8
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Landscape,,Drinking Water,688
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Agricultural irrigation,,Drinking Water,896
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Institutional/Governmental,,Drinking Water,265
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Commercial,,Drinking Water,546
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Multi-Family,,Drinking Water,397
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Single Family,,Drinking Water,4150
467,Camrosa Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5746,Losses,,Drinking Water,638
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Landscape,,Drinking Water,1530
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Multi-Family,includes duplex,Drinking Water,1752
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Commercial,,Drinking Water,2065
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Industrial,,Drinking Water,19
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Institutional/Governmental,,Drinking Water,102
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Agricultural irrigation,includes agriculture w/house,Drinking Water,163
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Losses,,Drinking Water,605
478,Carlsbad Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6869,Single Family,includes SF w/fire protection,Drinking Water,7693
481,Carmichael Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5750,Other Potable,Total metered demand and distribution system losses,Drinking Water,9190
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Losses,,Drinking Water,119
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Single Family,,Drinking Water,915
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Multi-Family,,Drinking Water,461
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Industrial,,Drinking Water,61
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Institutional/Governmental,,Drinking Water,121
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Landscape,,Drinking Water,90
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Agricultural irrigation,,Drinking Water,2093
485,Carpinteria Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6618,Commercial,,Drinking Water,245
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Other Potable,Ojai Retail Demands,Drinking Water,369
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Commercial,,Drinking Water,465
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Industrial,,Drinking Water,12
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Institutional/Governmental,,Drinking Water,134
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Agricultural irrigation,,Drinking Water,5116
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Single Family,,Drinking Water,1045
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Losses,,Drinking Water,325
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Multi-Family,,Drinking Water,210
495,Casitas Municipal Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5743,Other Potable,"Other, Fire Service, Temporary",Drinking Water,141
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Single Family,,Drinking Water,1095
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Multi-Family,,Drinking Water,88
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Commercial,,Drinking Water,274
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Industrial,,Drinking Water,3
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Agricultural irrigation,ag + ag domestic,Drinking Water,100
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Losses,,Drinking Water,126
1050,Casitas Municipal Water District - Ojai,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5766,Other Potable,"Other, Fire Service, Temporary",Drinking Water,65
522,Ceres  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7650,Commercial,,Drinking Water,555.4687009
522,Ceres  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7650,Institutional/Governmental,,Drinking Water,325.3021121
522,Ceres  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7650,Landscape,,Drinking Water,555.4687009
522,Ceres  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7650,Single Family,,Drinking Water,4063.207513
522,Ceres  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7650,Losses,,Drinking Water,383.6109813
522,Ceres  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,7650,Multi-Family,,Drinking Water,718.1197569
524,Cerritos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5553,Multi-Family,,Drinking Water,481
524,Cerritos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5553,Commercial,,Drinking Water,1352
524,Cerritos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5553,Landscape,,Drinking Water,464
524,Cerritos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5553,Sales/Transfers/Exchanges to other agencies,City of Norwalk and Golden State Water Company,Drinking Water,1228
524,Cerritos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5553,Losses,,Drinking Water,410
524,Cerritos  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5553,Single Family,,Drinking Water,4520
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Institutional/Governmental,,Drinking Water,252
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Landscape,,Drinking Water,2347
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Agricultural irrigation,,Drinking Water,93
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Commercial,,Drinking Water,1900
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Losses,,Drinking Water,1789
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Other,Construction,Drinking Water,49
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Single Family,,Drinking Water,7170
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Multi-Family,,Drinking Water,1209
545,Chino  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5532,Industrial,,Drinking Water,464
547,Chino Hills  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5677,Losses,AWWA Water Audit,Drinking Water,59.7
547,Chino Hills  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5677,Commercial,"CII (commercial, industrial & industrial combined)",Drinking Water,2967
547,Chino Hills  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5677,Other Potable,Water use that does not fall into Residential or CII,Drinking Water,12
547,Chino Hills  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5677,Multi-Family,Residential,Drinking Water,1033
547,Chino Hills  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5677,Single Family,Residential,Drinking Water,8191
2979,"Chowchilla, City of Water Department",Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6904,Institutional/Governmental,,Drinking Water,46.03331775
2979,"Chowchilla, City of Water Department",Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6904,Losses,,,61.377757
2979,"Chowchilla, City of Water Department",Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6904,Single Family,,Drinking Water,1819.850495
2979,"Chowchilla, City of Water Department",Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6904,Multi-Family,,Drinking Water,82.85997195
2979,"Chowchilla, City of Water Department",Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6904,Industrial,,Drinking Water,3.06888785
2979,"Chowchilla, City of Water Department",Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6904,Commercial,,Drinking Water,543.1931495
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Other,Distribution system water loss,Drinking Water,478
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Other,Non-revenue water,Drinking Water,14
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Landscape,,Drinking Water,917
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Single Family,,Drinking Water,7812
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Commercial,Includes Institutional and Governmental,Drinking Water,844
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Multi-Family,,Drinking Water,2090
561,Citrus Heights Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5624,Industrial,,Drinking Water,329
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Single Family,,Drinking Water,736.533084
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Multi-Family,,Drinking Water,95.13552335
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Commercial,,Drinking Water,168.7888318
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Industrial,,Drinking Water,21.48221495
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Agricultural irrigation,,Drinking Water,92.0666355
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Other Potable,Fire Services and Hydrants,Drinking Water,18.4133271
572,Cloverdale  City of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5712,Losses,,Drinking Water,73.6533084
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Multi-Family,Includes residential landscaping,Drinking Water,2434
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Commercial,Includes schools,Drinking Water,2518
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Institutional/Governmental,,Drinking Water,703
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Industrial,,Drinking Water,267
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Landscape,,Drinking Water,1102
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Other Non-Potable,Construction,Drinking Water,76
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Single Family,Includes residential landscaping,Drinking Water,16638
574,Clovis  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5930,Losses,Accounts for real and apparent losses,Drinking Water,1090
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Single Family,,Drinking Water,4283
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Multi-Family,,Drinking Water,693
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Commercial,Commercial/Institutional,Drinking Water,779
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Industrial,,Drinking Water,0
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Landscape,,Drinking Water,1087
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Other,,Drinking Water,62
575,Coachella  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5460,Other,Non-Revenue,Drinking Water,312
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Landscape,,Drinking Water,22829
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Other,Construction,Drinking Water,902
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Other,Non-Revenue,Drinking Water,11116
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Institutional/Governmental,,Drinking Water,1941
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Commercial,,Drinking Water,4242
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Multi-Family,,Drinking Water,3996
577,Coachella Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5691,Single Family,,Drinking Water,54816
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Construction,Drinking Water,6.1377757
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Multi-Family,,Drinking Water,107.4110748
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Commercial,,Drinking Water,104.3421869
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Landscape,Irrigation,Drinking Water,113.5488505
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Agricultural irrigation,Irrigation,Drinking Water,220.9599252
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Schools,Drinking Water,18.4133271
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Restaurants,Drinking Water,46.03331775
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Recreation,Drinking Water,9.20666355
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Non-Potable,,Raw Water,165.7199439
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Losses,Potable system losses,Drinking Water,128.8932897
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Single Family,,Drinking Water,1015.801878
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Portable,Drinking Water,6.1377757
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Hotels,Drinking Water,70.58442055
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Fire,Drinking Water,0
583,Coastside County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,7159,Other Potable,Parks/Beaches,Drinking Water,15.34443925
